filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20180714_103206.jpg,720,960,Graffiti,206,455,313,505
IMG_20180714_103206.jpg,720,960,Graffiti,177,554,267,609
IMG_20180714_103206.jpg,720,960,Graffiti,129,511,594,590
IMG_20180714_103206.jpg,720,960,Graffiti,638,410,720,460
IMG_20180714_103206.jpg,720,960,Graffiti,651,463,720,553
IMG_20180714_103206.jpg,720,960,Graffiti,672,543,720,576
IMG_20180714_103206.jpg,720,960,Graffiti,639,571,718,606
IMG_20180714_103206.jpg,720,960,Graffiti,608,599,694,682
IMG_20180714_102521.jpg,720,960,Graffiti,516,25,720,463
IMG_20180714_102521.jpg,720,960,Graffiti,394,20,451,87
IMG_20180714_102521.jpg,720,960,Graffiti,372,85,438,441
IMG_20180714_102521.jpg,720,960,Graffiti,368,444,422,550
IMG_20180714_102521.jpg,720,960,Graffiti,426,510,479,610
IMG_20180714_102521.jpg,720,960,Graffiti,496,616,583,755
IMG_20180714_102521.jpg,720,960,Graffiti,585,721,720,960
IMG_20180714_102521.jpg,720,960,Graffiti,344,150,375,389
IMG_20180714_102521.jpg,720,960,Graffiti,0,170,25,231
IMG_20180714_102521.jpg,720,960,Graffiti,36,205,64,253
IMG_20180714_102521.jpg,720,960,Graffiti,33,153,63,168
IMG_20180714_102521.jpg,720,960,Graffiti,32,183,62,200
IMG_20180714_102521.jpg,720,960,Graffiti,59,129,84,160
IMG_20180714_102521.jpg,720,960,Graffiti,87,136,119,174
IMG_20180714_102521.jpg,720,960,Graffiti,67,164,91,240
IMG_20180714_102521.jpg,720,960,Graffiti,158,132,209,171
IMG_20180714_102521.jpg,720,960,Graffiti,122,235,172,266
IMG_20180714_102521.jpg,720,960,Graffiti,1,230,23,261
IMG_20180714_102521.jpg,720,960,Graffiti,0,126,11,148
IMG_20100101_021949.jpg,720,960,Graffiti,419,95,586,366
IMG_20100101_023250.jpg,720,960,Graffiti,137,81,208,465
IMG_20100101_023250.jpg,720,960,Graffiti,0,423,219,693
IMG_20180714_103124.jpg,720,960,Graffiti,0,4,154,235
IMG_20180714_103124.jpg,720,960,Graffiti,389,99,471,159
IMG_20180714_103124.jpg,720,960,Graffiti,244,120,369,360
IMG_20180714_103124.jpg,720,960,Graffiti,273,324,426,482
IMG_20180714_103124.jpg,720,960,Graffiti,531,80,589,139
IMG_20180714_103124.jpg,720,960,Graffiti,508,148,586,279
IMG_20180714_103124.jpg,720,960,Graffiti,501,294,589,413
IMG_20180714_103124.jpg,720,960,Graffiti,503,399,581,519
IMG_20180714_103124.jpg,720,960,Graffiti,492,484,576,960
IMG_20180714_103124.jpg,720,960,Graffiti,267,516,477,749
IMG_20180714_103124.jpg,720,960,Graffiti,119,194,249,428
IMG_20180714_103124.jpg,720,960,Graffiti,22,279,75,318
IMG_20180714_103124.jpg,720,960,Graffiti,123,448,255,582
IMG_20180714_103124.jpg,720,960,Graffiti,131,561,216,625
IMG_20180714_103124.jpg,720,960,Graffiti,101,581,469,960
IMG_20100101_021826.jpg,720,960,Graffiti,603,23,687,89
IMG_20100101_021826.jpg,720,960,Graffiti,701,0,720,60
IMG_20100101_021826.jpg,720,960,Graffiti,607,83,692,145
IMG_20100101_021826.jpg,720,960,Graffiti,606,141,686,200
IMG_20100101_021826.jpg,720,960,Graffiti,359,0,497,38
IMG_20180714_102503.jpg,720,960,Graffiti,328,479,477,562
IMG_20180714_102503.jpg,720,960,Graffiti,242,50,263,134
IMG_20180714_102503.jpg,720,960,Graffiti,151,93,176,194
IMG_20180714_102503.jpg,720,960,Graffiti,148,3,177,81
IMG_20180714_102503.jpg,720,960,Graffiti,294,141,327,177
IMG_20180714_102503.jpg,720,960,Graffiti,268,158,293,180
IMG_20180714_102404.jpg,720,960,Graffiti,0,102,89,190
IMG_20180714_102404.jpg,720,960,Graffiti,2,245,181,409
IMG_20180714_102404.jpg,720,960,Graffiti,542,309,653,400
IMG_20180714_102404.jpg,720,960,Graffiti,318,340,559,461
IMG_20180714_102404.jpg,720,960,Graffiti,173,378,333,480
IMG_20180714_102404.jpg,720,960,Graffiti,167,264,234,340
IMG_20180714_102404.jpg,720,960,Graffiti,29,0,216,53
IMG_20180714_103033.jpg,720,960,Graffiti,140,107,284,202
IMG_20180714_103033.jpg,720,960,Graffiti,177,194,273,302
IMG_20180714_103033.jpg,720,960,Graffiti,254,268,320,288
IMG_20180714_103033.jpg,720,960,Graffiti,271,216,360,273
IMG_20180714_103033.jpg,720,960,Graffiti,381,267,440,284
IMG_20180714_103033.jpg,720,960,Graffiti,512,156,666,251
IMG_20180714_103033.jpg,720,960,Graffiti,528,228,632,255
IMG_20180714_103033.jpg,720,960,Graffiti,531,257,615,277
IMG_20180714_103033.jpg,720,960,Graffiti,526,309,632,357
IMG_20180714_103033.jpg,720,960,Graffiti,524,353,613,402
IMG_20180714_103033.jpg,720,960,Graffiti,0,279,76,300
IMG_20180714_103033.jpg,720,960,Graffiti,0,299,92,326
IMG_20180714_103033.jpg,720,960,Graffiti,278,299,380,319
IMG_20180714_103033.jpg,720,960,Graffiti,450,288,518,303
IMG_20180714_103033.jpg,720,960,Graffiti,526,277,644,295
IMG_20180714_103033.jpg,720,960,Graffiti,263,326,348,379
IMG_20180714_103033.jpg,720,960,Graffiti,268,380,362,445
IMG_20180714_103033.jpg,720,960,Graffiti,151,307,246,433
IMG_20100101_022957.jpg,720,960,Graffiti,291,34,427,235
IMG_20100101_021749.jpg,720,960,Graffiti,162,23,294,383
IMG_20100101_021749.jpg,720,960,Graffiti,363,204,437,293
IMG_20180713_111517.jpg,720,960,Graffiti,27,253,72,321
IMG_20180713_111517.jpg,720,960,Graffiti,144,321,189,399
IMG_20180713_111517.jpg,720,960,Graffiti,438,508,507,569
IMG_20180713_111517.jpg,720,960,Graffiti,246,235,277,275
IMG_20180713_111517.jpg,720,960,Graffiti,277,213,389,321
IMG_20180713_111517.jpg,720,960,Graffiti,279,295,361,355
IMG_20180713_111517.jpg,720,960,Graffiti,488,374,533,420
IMG_20180713_111517.jpg,720,960,Graffiti,453,376,488,409
IMG_20180713_111517.jpg,720,960,Graffiti,364,330,564,491
IMG_20180713_111517.jpg,720,960,Graffiti,597,490,668,548
IMG_20180713_111517.jpg,720,960,Graffiti,571,406,617,471
IMG_20100101_021612.jpg,720,960,Graffiti,62,71,153,156
IMG_20180713_111457.jpg,720,960,Graffiti,239,178,277,218
IMG_20180713_111457.jpg,720,960,Graffiti,207,228,264,274
IMG_20180713_111457.jpg,720,960,Graffiti,209,269,273,342
IMG_20180713_111457.jpg,720,960,Graffiti,183,186,204,221
IMG_20180713_111457.jpg,720,960,Graffiti,183,246,208,340
IMG_20180713_111457.jpg,720,960,Graffiti,329,174,399,223
IMG_20180713_111457.jpg,720,960,Graffiti,298,240,381,293
IMG_20180713_111457.jpg,720,960,Graffiti,291,281,317,366
IMG_20180713_111457.jpg,720,960,Graffiti,326,285,446,438
IMG_20180713_111457.jpg,720,960,Graffiti,331,273,413,316
IMG_20180713_111457.jpg,720,960,Graffiti,336,181,433,283
IMG_20180714_102747.jpg,720,960,Graffiti,0,354,74,570
IMG_20180714_102747.jpg,720,960,Graffiti,229,344,641,565
IMG_20100101_021455.jpg,720,960,Graffiti,302,284,382,542
IMG_20100101_021455.jpg,720,960,Graffiti,387,276,411,303
IMG_20100101_021455.jpg,720,960,Graffiti,384,389,408,463
IMG_20180713_111419.jpg,720,960,Graffiti,234,189,384,239
IMG_20180713_111419.jpg,720,960,Graffiti,312,253,394,323
IMG_20180713_111419.jpg,720,960,Graffiti,303,341,376,380
IMG_20180713_111419.jpg,720,960,Graffiti,277,384,338,439
IMG_20180713_111419.jpg,720,960,Graffiti,284,438,342,490
IMG_20180713_111419.jpg,720,960,Graffiti,186,216,248,254
IMG_20180713_111419.jpg,720,960,Graffiti,158,258,246,310
IMG_20180713_111419.jpg,720,960,Graffiti,154,305,231,356
IMG_20180713_111419.jpg,720,960,Graffiti,163,363,249,410
IMG_20180713_111419.jpg,720,960,Graffiti,163,408,237,446
IMG_20180713_111419.jpg,720,960,Graffiti,408,359,422,475
IMG_20100101_022541.jpg,720,960,Graffiti,237,115,383,234
IMG_20100101_022541.jpg,720,960,Graffiti,247,253,393,418
IMG_1313.jpg,720,960,Graffiti,121,318,143,348
IMG_1313.jpg,720,960,Graffiti,315,314,336,351
IMG_1313.jpg,720,960,Graffiti,441,321,461,349
IMG_1313.jpg,720,960,Graffiti,568,300,588,345
IMG_20180713_111345.jpg,720,960,Graffiti,357,334,414,382
IMG_20180713_111345.jpg,720,960,Graffiti,181,258,428,340
IMG_20180713_111345.jpg,720,960,Graffiti,78,229,358,440
IMG_20180714_102627.jpg,720,960,Graffiti,156,33,248,84
IMG_20180714_102627.jpg,720,960,Graffiti,221,0,267,16
IMG_20180714_102627.jpg,720,960,Graffiti,208,129,241,170
IMG_20180714_102627.jpg,720,960,Graffiti,238,132,338,178
IMG_20180714_102627.jpg,720,960,Graffiti,449,189,492,216
IMG_20180714_102627.jpg,720,960,Graffiti,294,324,332,364
IMG_20180714_102627.jpg,720,960,Graffiti,218,318,271,353
IMG_20180714_102627.jpg,720,960,Graffiti,262,170,303,195
IMG_20180714_102627.jpg,720,960,Graffiti,56,179,79,193
IMG_20180714_102627.jpg,720,960,Graffiti,81,255,104,269
IMG_20180714_102627.jpg,720,960,Graffiti,73,297,102,313
IMG_20180714_102627.jpg,720,960,Graffiti,26,255,78,288
IMG_20180714_102627.jpg,720,960,Graffiti,12,214,51,254
IMG_20180714_102627.jpg,720,960,Graffiti,56,223,101,256
IMG_20180714_102627.jpg,720,960,Graffiti,223,185,269,212
IMG_20180714_102627.jpg,720,960,Graffiti,302,177,323,204
IMG_20180714_102627.jpg,720,960,Graffiti,318,196,332,324
IMG_20180714_102627.jpg,720,960,Graffiti,186,310,219,345
IMG_20180714_102627.jpg,720,960,Graffiti,347,330,448,376
IMG_20180714_102627.jpg,720,960,Graffiti,334,162,412,197
IMG_20100101_022336.jpg,720,960,Graffiti,246,0,354,108
IMG_20100101_022336.jpg,720,960,Graffiti,161,0,217,214
IMG_20100101_022327.jpg,720,960,Graffiti,218,98,339,241
IMG_20100101_022327.jpg,720,960,Graffiti,182,24,206,99
IMG_20180714_102620.jpg,720,960,Graffiti,50,426,231,607
IMG_20180714_102620.jpg,720,960,Graffiti,0,409,48,516
IMG_20180714_102620.jpg,720,960,Graffiti,239,286,546,509
IMG_20180714_102620.jpg,720,960,Graffiti,632,132,664,189
IMG_20180713_110216.jpg,720,960,Graffiti,228,245,424,370
IMG_20180713_110059.jpg,720,960,Graffiti,31,106,579,410
IMG_20180713_110059.jpg,720,960,Graffiti,1,556,268,861
IMG_20180714_102413.jpg,720,960,Graffiti,447,744,628,846
IMG_20180714_102413.jpg,720,960,Graffiti,513,929,585,960
IMG_20180714_102413.jpg,720,960,Graffiti,567,756,681,856
IMG_20180714_102413.jpg,720,960,Graffiti,472,274,626,329
IMG_20180714_102413.jpg,720,960,Graffiti,319,79,467,420
IMG_20180714_102413.jpg,720,960,Graffiti,286,159,319,300
IMG_20180714_102413.jpg,720,960,Graffiti,369,511,527,741
IMG_20180714_102413.jpg,720,960,Graffiti,326,615,361,709
IMG_20180714_102413.jpg,720,960,Graffiti,148,484,223,624
IMG_20180714_102413.jpg,720,960,Graffiti,224,608,255,657
IMG_20180714_102413.jpg,720,960,Graffiti,217,661,238,704
IMG_20180713_105046.jpg,720,960,Graffiti,83,306,136,354
IMG_20180713_105046.jpg,720,960,Graffiti,266,343,352,393
IMG_20180713_105046.jpg,720,960,Graffiti,364,361,488,454
IMG_20180713_105046.jpg,720,960,Graffiti,492,370,591,470
IMG_20180713_111539.jpg,720,960,Graffiti,368,510,534,834
IMG_20180713_111539.jpg,720,960,Graffiti,147,125,397,435
IMG_20180713_104900.jpg,720,960,Graffiti,104,248,578,786
IMG_20180713_111504.jpg,720,960,Graffiti,357,211,471,275
IMG_20180713_111504.jpg,720,960,Graffiti,159,244,262,298
IMG_20180713_111504.jpg,720,960,Graffiti,153,298,263,360
IMG_20180713_111504.jpg,720,960,Graffiti,292,311,373,373
IMG_20180713_111504.jpg,720,960,Graffiti,381,313,432,389
IMG_20180713_111504.jpg,720,960,Graffiti,281,371,477,499
IMG_20180713_111504.jpg,720,960,Graffiti,616,143,720,249
IMG_20180713_111504.jpg,720,960,Graffiti,567,294,688,402
IMG_20180713_111504.jpg,720,960,Graffiti,554,374,587,534
IMG_20180713_111504.jpg,720,960,Graffiti,589,416,720,741
IMG_20180713_111504.jpg,720,960,Graffiti,624,210,720,388
IMG_20180713_111504.jpg,720,960,Graffiti,617,361,718,448
IMG_20180713_111359.jpg,720,960,Graffiti,52,102,232,205
IMG_20180713_111359.jpg,720,960,Graffiti,468,107,566,173
IMG_20180713_111359.jpg,720,960,Graffiti,223,118,600,322
IMG_20180713_111359.jpg,720,960,Graffiti,679,10,720,110
IMG_20180712_221658.jpg,720,960,Graffiti,32,150,708,291
IMG_20180712_221658.jpg,720,960,Graffiti,244,239,296,289
IMG_20180712_221658.jpg,720,960,Graffiti,237,399,534,462
IMG_20180712_221658.jpg,720,960,Graffiti,0,238,156,344
IMG_20180712_221658.jpg,720,960,Graffiti,70,288,159,368
IMG_20180712_221658.jpg,720,960,Graffiti,500,289,717,328
IMG_20180712_221658.jpg,720,960,Graffiti,173,304,682,430
IMG_20180712_221631.jpg,720,960,Graffiti,656,198,717,236
IMG_20180712_221631.jpg,720,960,Graffiti,362,193,455,221
IMG_20180712_221631.jpg,720,960,Graffiti,392,216,422,241
IMG_20180712_221631.jpg,720,960,Graffiti,367,218,388,240
IMG_20180712_221631.jpg,720,960,Graffiti,277,218,329,242
IMG_20180712_221631.jpg,720,960,Graffiti,319,215,349,228
IMG_20180712_221631.jpg,720,960,Graffiti,231,201,299,239
IMG_20180712_221631.jpg,720,960,Graffiti,188,203,260,246
IMG_20180713_111230.jpg,720,960,Graffiti,0,230,101,363
IMG_20180713_111230.jpg,720,960,Graffiti,63,191,496,341
IMG_20180713_111230.jpg,720,960,Graffiti,61,394,291,598
IMG_20180713_111230.jpg,720,960,Graffiti,168,350,476,468
IMG_20180713_111230.jpg,720,960,Graffiti,373,423,474,506
IMG_20180713_111230.jpg,720,960,Graffiti,376,508,459,581
IMG_20180713_111112.jpg,720,960,Graffiti,286,225,566,431
IMG_20180713_110546.jpg,720,960,Graffiti,0,230,560,548
IMG_20180713_110546.jpg,720,960,Graffiti,358,745,567,828
IMG_20180713_110546.jpg,720,960,Graffiti,383,723,501,795
IMG_20180713_110546.jpg,720,960,Graffiti,78,673,123,794
IMG_20180713_110542.jpg,720,960,Graffiti,296,106,529,230
IMG_20180713_110542.jpg,720,960,Graffiti,554,695,720,763
IMG_20180713_110209.jpg,720,960,Graffiti,32,159,668,599
IMG_20180713_110209.jpg,720,960,Graffiti,0,98,539,559
IMG_20180713_110209.jpg,720,960,Graffiti,83,0,720,166
IMG_1249.jpg,720,960,Graffiti,279,255,348,396
IMG_1247.jpg,720,960,Graffiti,261,193,405,345
IMG_20180713_105056.jpg,720,960,Graffiti,237,363,572,535
IMG_1245.jpg,720,960,Graffiti,258,94,419,435
IMG_20180713_104906.jpg,720,960,Graffiti,58,140,349,344
IMG_20180713_104906.jpg,720,960,Graffiti,9,356,317,569
IMG_20180713_104906.jpg,720,960,Graffiti,277,445,452,686
IMG_20180713_104906.jpg,720,960,Graffiti,441,351,567,533
IMG_20180713_104906.jpg,720,960,Graffiti,596,376,639,470
IMG_20180713_104906.jpg,720,960,Graffiti,599,476,642,530
IMG_20180713_104848.jpg,720,960,Graffiti,199,220,346,380
IMG_20180713_104848.jpg,720,960,Graffiti,338,116,507,475
IMG_20180713_104837.jpg,720,960,Graffiti,224,80,394,295
IMG_1242.jpg,720,960,Graffiti,298,170,356,293
IMG_20180712_221713.jpg,720,960,Graffiti,235,113,323,203
IMG_20180712_221652.jpg,720,960,Graffiti,186,393,239,530
IMG_20180712_221652.jpg,720,960,Graffiti,0,309,90,393
IMG_20180712_221652.jpg,720,960,Graffiti,364,270,562,351
IMG_20180712_221652.jpg,720,960,Graffiti,0,500,179,585
IMG_20180712_221652.jpg,720,960,Graffiti,283,514,548,608
IMG_20180712_221652.jpg,720,960,Graffiti,325,375,720,434
IMG_20180712_221652.jpg,720,960,Graffiti,620,469,720,546
IMG_20180712_221652.jpg,720,960,Graffiti,489,445,574,565
IMG_20180712_221652.jpg,720,960,Graffiti,593,445,701,599
IMG_1238.jpg,720,960,Graffiti,118,239,566,284
IMG_1238.jpg,720,960,Graffiti,412,283,511,330
IMG_1252.jpg,720,960,Graffiti,261,204,310,319
IMG_1252.jpg,720,960,Graffiti,315,249,347,300
IMG_1252.jpg,720,960,Graffiti,318,245,365,303
IMG_1236.jpg,720,960,Graffiti,303,135,376,235
IMG_1250.jpg,720,960,Graffiti,206,203,306,296
IMG_1235.jpg,720,960,Graffiti,303,167,455,210
IMG_1235.jpg,720,960,Graffiti,324,234,459,279
IMG_1232.jpg,720,960,Graffiti,196,197,389,297
IMG_1232.jpg,720,960,Graffiti,190,286,413,369
IMG_1232.jpg,720,960,Graffiti,0,374,55,473
IMG_1233.jpg,720,960,Graffiti,318,204,463,283
IMG_1248.jpg,720,960,Graffiti,244,280,310,384
IMG_1248.jpg,720,960,Graffiti,287,0,332,39
IMG_1241.jpg,720,960,Graffiti,309,101,494,239
IMG_1241.jpg,720,960,Graffiti,458,134,625,410
IMG_1241.jpg,720,960,Graffiti,292,261,474,463
IMG_1241.jpg,720,960,Graffiti,199,73,263,102
IMG_1241.jpg,720,960,Graffiti,171,101,284,466
IMG_1241.jpg,720,960,Graffiti,346,463,402,488
IMG_1230.jpg,720,960,Graffiti,0,176,58,222
IMG_1230.jpg,720,960,Graffiti,116,201,278,269
IMG_1230.jpg,720,960,Graffiti,229,256,251,281
IMG_1230.jpg,720,960,Graffiti,275,262,325,286
IMG_1230.jpg,720,960,Graffiti,300,206,470,330
IMG_1231.jpg,720,960,Graffiti,449,248,540,301
IMG_1231.jpg,720,960,Graffiti,617,276,720,354
IMG_1231.jpg,720,960,Graffiti,89,253,189,340
IMG_1231.jpg,720,960,Graffiti,111,243,432,369
IMG_1231.jpg,720,960,Graffiti,0,169,151,190
IMG_1239.jpg,720,960,Graffiti,317,182,379,218
IMG_1239.jpg,720,960,Graffiti,391,350,436,414
IMG_1239.jpg,720,960,Graffiti,285,478,327,500
IMG_1229.jpg,720,960,Graffiti,199,189,291,311
IMG_1229.jpg,720,960,Graffiti,379,1,462,145
IMG_1229.jpg,720,960,Graffiti,0,445,38,466
IMG_1229.jpg,720,960,Graffiti,7,517,50,540
IMG_1237.jpg,720,960,Graffiti,277,253,462,286
IMG_1237.jpg,720,960,Graffiti,58,204,642,251
IMG_1228.jpg,720,960,Graffiti,456,101,489,139
IMG_1228.jpg,720,960,Graffiti,482,117,596,183
IMG_1228.jpg,720,960,Graffiti,365,179,634,376
IMG_1228.jpg,720,960,Graffiti,349,94,461,201
IMG_1228.jpg,720,960,Graffiti,0,87,373,397
IMG_20100101_030741.jpg,720,960,Graffiti,257,24,396,537
IMG_20180714_104445.jpg,720,960,Graffiti,319,246,428,308
IMG_20180714_104445.jpg,720,960,Graffiti,288,198,433,305
IMG_20180714_104445.jpg,720,960,Graffiti,78,279,162,305
IMG_20180714_104445.jpg,720,960,Graffiti,563,244,711,308
IMG_20180714_104445.jpg,720,960,Graffiti,533,396,591,464
IMG_20180714_104445.jpg,720,960,Graffiti,659,471,699,496
IMG_20180714_104445.jpg,720,960,Graffiti,376,391,521,414
IMG_20180714_104445.jpg,720,960,Graffiti,13,408,78,475
IMG_20180714_104445.jpg,720,960,Graffiti,154,473,182,495
IMG_20180714_104445.jpg,720,960,Graffiti,347,479,401,500
IMG_20180714_104445.jpg,720,960,Graffiti,312,414,443,464
IMG_20100101_022449.jpg,720,960,Graffiti,0,153,337,456
IMG_0089.JPG,720,960,Graffiti,220,173,241,194
IMG_0089.JPG,720,960,Graffiti,196,177,221,193
IMG_0089.JPG,720,960,Graffiti,179,161,206,176
IMG_0076.JPG,720,960,Graffiti,362,392,388,413
IMG_0171.JPG,720,960,Graffiti,388,358,411,365
IMG_20180807_083115.jpg,720,960,Graffiti,307,864,408,958
IMG_20180807_083115.jpg,720,960,Graffiti,107,881,204,960
IMG_20180806_075151.jpg,720,960,Graffiti,33,226,121,314
IMG_20180727_122948.jpg,720,960,Graffiti,17,211,69,246
IMG_0169.JPG,720,960,Graffiti,372,388,400,403
IMG_20180810_082705.jpg,720,960,Graffiti,242,709,403,859
IMG_20180810_082705.jpg,720,960,Graffiti,142,820,262,943
IMG_20180805_082857.jpg,720,960,Graffiti,214,284,424,348
IMG_20180805_082857.jpg,720,960,Graffiti,183,23,317,143
IMG_20180730_122522.jpg,720,960,Graffiti,656,0,720,221
IMG_20180730_122522.jpg,720,960,Graffiti,648,236,719,364
IMG_0028.JPG,720,960,Graffiti,340,93,376,108
IMG_0028.JPG,720,960,Graffiti,333,318,379,325
IMG_0028.JPG,720,960,Graffiti,348,291,369,304
IMG_0204.JPG,720,960,Graffiti,279,124,482,233
IMG_20180723_124020.jpg,720,960,Graffiti,84,5,212,63
IMG_20180719_124458.jpg,720,960,Graffiti,181,431,449,569
IMG_0124.JPG,720,960,Graffiti,287,141,341,258
IMG_20180719_144000.jpg,720,960,Graffiti,86,563,541,914
IMG_20180811_083933.jpg,720,960,Graffiti,207,366,689,576
IMG_20180811_083933.jpg,720,960,Graffiti,232,606,478,794
IMG_20180719_124625.jpg,720,960,Graffiti,58,100,359,749
IMG_20180724_121229.jpg,720,960,Graffiti,166,84,622,318
IMG_20180719_124812.jpg,720,960,Graffiti,4,69,193,232
IMG_20180714_095301.jpg,720,960,Graffiti,202,106,542,286
IMG_20180714_095301.jpg,720,960,Graffiti,348,579,464,603
IMG_20180714_095301.jpg,720,960,Graffiti,471,586,491,598
IMG_20180714_095301.jpg,720,960,Graffiti,42,271,139,294
IMG_20180714_095301.jpg,720,960,Graffiti,64,365,192,390
IMG_20180714_095301.jpg,720,960,Graffiti,92,330,161,358
IMG_20180714_095301.jpg,720,960,Graffiti,267,585,303,611
IMG_20180714_095301.jpg,720,960,Graffiti,274,764,294,832
IMG_20180714_095301.jpg,720,960,Graffiti,304,810,347,833
IMG_20180714_095301.jpg,720,960,Graffiti,346,798,477,829
IMG_20180714_095301.jpg,720,960,Graffiti,477,790,518,826
IMG_20180717_121115.jpg,720,960,Graffiti,429,55,487,146
IMG_20180717_121115.jpg,720,960,Graffiti,196,118,232,323
IMG_20180717_121115.jpg,720,960,Graffiti,101,120,187,213
IMG_20180717_121115.jpg,720,960,Graffiti,104,208,172,264
IMG_20180717_121115.jpg,720,960,Graffiti,591,105,623,140
IMG_20180717_121115.jpg,720,960,Graffiti,279,125,357,233
IMG_20180717_121115.jpg,720,960,Graffiti,281,233,339,334
IMG_20180717_121115.jpg,720,960,Graffiti,249,121,279,155
IMG_20180719_141754.jpg,720,960,Graffiti,51,416,668,496
IMG_20180719_143049.jpg,720,960,Graffiti,62,21,331,390
IMG_20180721_091705.jpg,720,960,Graffiti,279,185,446,341
IMG_20180717_095319.jpg,720,960,Graffiti,241,266,449,339
IMG_20180721_090036.jpg,720,960,Graffiti,217,244,552,400
IMG_20180810_091648.jpg,720,960,Graffiti,249,179,527,303
IMG_20180724_121629.jpg,720,960,Graffiti,457,40,647,190
IMG_20180724_121629.jpg,720,960,Graffiti,446,203,617,283
IMG_20180717_104631.jpg,720,960,Graffiti,267,41,392,251
IMG_20180725_120120.jpg,720,960,Graffiti,296,136,374,486
IMG_20180725_120120.jpg,720,960,Graffiti,283,516,407,569
IMG_0229.JPG,720,960,Graffiti,52,174,147,226
IMG_0229.JPG,720,960,Graffiti,21,227,98,320
IMG_0229.JPG,720,960,Graffiti,125,203,246,405
IMG_0229.JPG,720,960,Graffiti,365,106,570,306
IMG_0229.JPG,720,960,Graffiti,618,227,720,340
