ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.8561331958511069,0.46152792957259203,0.43664176116368797,0.45239750617486446,,0.5571225344369526,0.6455179016654626,0.27380609980068765,0.23387630199631526,0
0.9340687968077257,0.0,0.49639620856957517,0.6299943652021982,0.3755051005861718,0.4687485641949866,0.4212375006670444,0.4930895340431581,0.7562542986406464,0
0.5469376822979456,0.7416622593275537,0.7271345923254244,0.46358124518188654,0.7574303957700548,0.4665231707835113,0.2731902671564554,0.24332435707575,0.30586339830118225,0
,0.7241786101783856,0.3263207729890976,0.2901495295730278,,0.4044239639313178,0.380739893147719,0.732309593325494,0.7495712168384487,0
0.25223300756367084,0.4690937763426126,0.4353481609291664,0.3642510791433609,0.4530210863177715,0.5325330101302923,0.31357035340484724,0.29915698017677345,0.4819330086004926,0
0.06320459536053252,0.4182129369555121,0.5511018856052926,0.29816933365555937,0.2714642204530524,0.5660462464178375,0.20544455521840793,0.5855124235582303,0.3779873973356134,0
,0.16232300698629798,0.44260549399951327,0.3427518965357322,,0.5001153365220292,0.9572271794856617,0.3448425835747924,0.24577112819304003,0
0.7845445904516666,0.5112307181212687,0.5495601147398065,0.3705631931975322,0.47340421046809333,0.43302169164202026,0.6216218899138841,0.07748208539515061,0.5821220052562537,0
,0.734163371491922,0.2567700509479537,0.17939824494328732,0.3819058382678635,0.327731302241874,0.7260829405354889,0.22202287552714656,0.38882777825140835,0
0.27994554205901057,0.4875720156143064,0.36854071958831486,0.608783995305366,0.4186039816771643,0.29606426146944936,0.2695923806519022,0.4206581953079906,0.608436504410123,0
0.5125249501406064,0.7647204679609616,0.6419689919893644,0.4595430493951333,0.7516647555708855,0.2892166902910162,0.32065839970154314,0.4978459700421794,0.7860035850224965,0
0.20640807859851762,0.4146753984251892,0.4792872766853951,0.1960908845734986,,0.44869465529853864,0.744510522050422,0.5069499681721255,0.6340779391852269,0
0.3275153456060247,0.6265793786434186,0.7959478077144905,0.5063876189237688,,0.6720038259854477,0.6030912180408317,0.6318524600447069,0.5378909926387662,0
0.48791753677346306,0.5809601751668294,0.2313087056075022,0.16210858427111924,0.4134684061373528,0.42039714393213096,0.4433182048445435,0.7477129979365258,0.3141949574817363,0
0.9660835570728421,0.35158714207017305,0.34823602697591655,0.3022766117427253,0.3737993279427876,0.27097657627585553,0.264576474393817,0.6428639599481774,0.5051298692660743,0
,0.07653196571940624,0.7690913028457148,0.3972940472571796,0.36025898168602355,0.5959165929920727,0.7406598222431213,0.5715097166326308,0.6014944785428313,0
0.7191585405701977,0.521205751473997,0.47856083727347326,0.21933491975928382,0.4244084194779312,0.45041033574655337,0.4703431940053359,0.28378651891074375,0.4164045743741145,0
,0.3200424465266738,0.6129143601186053,0.488915095320053,0.3375997322425308,0.40400991282994786,0.6054007848711616,0.610610730950389,0.2791329528873122,0
0.4492734291086309,0.1721679598243947,0.44101554339846993,0.22514938294932202,0.28104090305716767,0.7636762512203101,0.3122016225115402,0.5635594850369607,0.44393947927944577,0
0.7691587509045381,0.5940905403265573,0.261657936840959,0.5122625923943447,0.5295117499343527,0.723167578626136,0.7225253867868973,0.28030663749493406,0.45639226419320544,0
0.9504116061361161,0.40546520242914585,0.48414212338792995,0.4819622279070787,0.532580210740291,0.5653727449908601,0.6222298823693684,0.12296631242758871,0.4967975569594535,0
0.555927141934623,0.9000960694761695,0.6833905089403179,0.7840204126320198,,0.45030605549289743,0.5915476489173197,0.503524326552484,0.690685730027027,0
0.6888395137211307,0.7624761501739992,0.6419534179206906,0.6453388802204274,0.7308722611538137,0.6202882918014794,0.03659172729171023,0.17985926705851424,0.49107903928286134,0
0.23730714143422538,0.4585577705134465,0.5414426744965684,0.5121828181861265,0.4580994051293408,0.4517690818342109,0.16082105156065063,0.8892245732143813,0.6145781446308678,0
,0.2530750012942323,0.3754150425832838,0.6520191831030646,0.3386751138349997,0.35344854060536496,0.4174971367775688,0.5634371081624541,0.6014469161636298,0
,0.2357091022460842,0.45647753320049533,0.633259781904681,,0.19640217259301912,0.6300309213086865,0.421238323607194,0.526532869221762,0
0.09711364828452496,0.7312780186245547,0.7178623291819619,0.4824150382512801,0.5708798623843208,0.15042499147200167,0.24013907226068404,0.4696884794713099,0.4821208277636987,0
,0.7065009268986022,0.798728059921989,0.71213352570852,0.7467055418657551,0.21018863960805484,0.6470876448625633,,0.4708942171744994,0
0.7108026760737598,0.4892777802188806,0.5489401507097048,0.6388991689533967,,0.43627831350734164,0.3927046528856299,0.2897807966408333,0.6186806136443603,0
0.6330554208000523,0.06292688862548856,0.7293465183229388,0.4241503671936138,,0.4759622867056736,0.3221409379762464,0.6405392211822192,0.5214942148143428,0
0.39176295713711917,0.5978381316335395,0.4848509460164031,0.593624921444941,,0.3559146434972866,0.5355117418361488,0.47122576264658594,0.7938632221994979,0
,0.5908417668128569,0.2821822798971642,0.16709379339118696,0.46804059704336054,0.2920933597641882,0.5977397306240475,0.3069185668896118,0.37214274615579,0
0.5273707681477469,0.39279197598654303,0.5558999551751579,0.33596305884241456,0.5752525066107583,0.6643406127303004,0.6672656890863982,0.3197876516128621,0.41883351189028706,0
0.5144093118761327,0.41302990930760464,0.14487249160024024,0.07866238518296842,0.2308029415345747,0.5021238461845796,0.24828026830168543,0.7788038732842539,0.47784920243954276,0
0.3934677707592389,0.08319814526234803,0.4317353169221637,0.4947640708597771,0.3390934204011855,0.787358427820585,0.4879845234322406,0.4009579173932572,0.8200182958212459,0
0.7092438331042699,0.7871040502028523,0.5112199811234772,0.5486898405861373,,0.3355885107178866,0.746534900566387,0.54216771490104,0.47513720909590695,0
,0.642079147459732,0.3279507716981422,0.30576073512263496,0.5520543498650026,0.4958637934668368,0.5824468255832864,0.3004945616411258,0.6609384880959897,0
0.4806673993328654,0.5918515421136743,0.5713743054330812,0.45346882912479763,,0.40227853356860493,0.4796574931347772,0.7845407130903326,0.7480554744252457,0
0.04690915313525723,0.2589631099605869,0.5122488825388571,0.4605107997242855,0.27369081343409873,0.2345425095509615,0.24339032880360162,0.6590666277740616,0.4488133646217072,0
0.07357428295456347,0.290005599397541,0.8490868171900846,0.44316698226370393,0.4667549833249387,0.5897820040836779,0.5150470640336657,0.3149082269812942,0.4251199743863304,0
0.42395103369302256,0.3725142333755245,0.5446950513256327,0.32582352984976554,0.4095899522285744,0.6119997388142031,0.6089503600526627,0.3989903940756319,0.09993798210765825,0
0.5344557700356796,0.6308324346233936,0.7124169787912081,0.8454869378168162,0.7082293318463075,0.4974157953783042,0.20313297372419453,0.5374804531867392,0.38844038394512936,0
0.30394745633704545,0.32219401144599535,0.2754402850725173,0.5755018700685828,,0.5365736413738522,0.7126644619271916,,0.4479538777800217,0
0.546275688701619,0.5513796394729369,0.20854688155543555,0.4205687045825795,0.3935044521117377,0.670912127494073,0.3452209397329283,0.6738333701266357,0.4511418214665903,0
0.3626290853465458,0.8928887668023657,0.607854169417452,0.565113501481393,0.7405219645233965,0.6930290739121998,0.3857674967929559,0.689856352671685,0.2664557751874984,0
0.41630293795198736,0.10147677544776346,0.5302408931523662,0.2462339180503343,0.1794231748706696,0.8244973100717377,0.2501966727999387,0.8374852051947563,0.5505901049205894,0
0.39248929788554676,0.49101079944221016,0.2886387292928802,0.5943024108772126,,0.4781844784977017,0.12003675077648546,0.549686053571365,0.4131713326700912,0
0.4634223997232001,0.7228801813860535,0.6054044957405955,0.5950162302569839,0.5809045099914558,0.5850157296355245,0.4756946833009665,0.4822588540488943,0.722835946622864,0
0.8680872951597374,0.5148162542787891,0.4770732607384481,0.4577484035392307,0.47869515750782066,0.5076045839470142,0.5933134922815935,0.41736109216046785,0.3592648014194967,0
0.7146026002384804,0.5602852345373388,0.6380826208701988,0.39773848253611416,0.710471665138867,0.677104738001435,0.45833710406757416,0.21854305992110734,0.1620569773880135,0
,0.5072166079913625,0.37969374934068745,0.5664549496627858,0.47918482345072877,0.8282993313378963,0.364180112049391,0.5327849438808234,0.5963500569796905,0
,0.5143521954664967,0.663208356122868,0.4665840486819643,0.6138639730662165,0.485875314330331,0.21621852552554316,0.37035722441014657,0.3520593009778171,0
0.3783850621750178,0.7598499763640156,0.453310492046209,0.6674786198420752,,0.1984510013289103,0.7781847788802136,0.8152811738979402,0.30875219523166353,0
0.7537192027704278,0.8566090136788531,0.6235786886218034,0.4309985148752998,0.6919621577532173,0.8575839470848046,0.6033677425494974,0.415388024967626,0.03478092371513736,0
0.48785437005217136,0.5398979366553454,0.2546312778199299,0.29278354849906835,0.35904771105838496,0.7751380803505652,0.22523615175538308,0.37816052469677236,0.42251455925242976,0
0.38367190901014536,0.5065607181394649,0.5947684762201757,0.5573462339759925,0.47895191483812605,0.7683284678737599,0.5860555991704,0.20540080143579087,0.8280033953864823,0
0.5038187538180247,0.6507424381383544,0.5312808596912098,0.37957320014419654,0.5402547598418015,0.29147448425878403,0.2965220106109528,0.7818888379127125,0.6867248845152325,0
0.2999966556920125,0.11392580337717506,0.47740879903960554,0.6332720193318677,0.24524118311087517,0.5316076933310596,0.5314411195848678,0.7582525257000505,0.7585044306278468,0
0.5201912492290793,0.01604339953514311,0.5483001504983734,0.38218279163621977,0.289290490233735,0.48082716359186456,0.4633391353835547,0.46957877054758773,0.43633183714690815,0
0.7730917875892303,0.28769737958564434,0.4634949212832118,0.5749095474099253,0.43660869890654297,0.4998131122665614,0.2714814185661429,0.4542618410630877,0.29354992865831064,0
0.14386952016253685,0.31023366411083075,0.5432784972514431,0.5325925603523163,0.3250380048263315,0.32799582455798776,0.4541280199622301,0.3607231271961047,0.44911982642087145,0
0.5385640842071341,0.6671527956816714,0.2525997046240011,0.7220907957722931,,0.6487627273555057,0.71525489760692,0.5869334212844488,0.7143576015753228,0
0.6895272251734792,0.3657389745989428,0.259774679465873,0.5442553939608874,0.3788261060530569,0.6045907089231348,0.9223134984930297,0.3360026704221963,0.7623579333548662,0
,0.32417594570856134,0.8082727164806709,0.6513576492891366,0.47802846945988,0.8629710405824662,0.6900612410380114,0.9329963317664658,0.5042271350619911,0
0.6849626141137748,0.5460783970797252,0.5113495830694738,0.6438189552983167,0.6212839862618338,0.5175691293614884,0.6558809455961025,0.45415263029035696,0.4756326751889045,0
,0.605651862573495,0.5011968570202688,0.47765427848331093,0.5020657527399941,0.5805472272047627,0.35030573041211627,0.5387340866590293,0.36237178855552077,0
0.732127798401901,0.8654672443911702,0.20985922820000702,0.6037476628550353,0.5711141408119682,0.31642931019359705,0.14397400015178113,0.6385816989232742,0.8674852658412251,0
0.37819398257665315,0.4567158170406824,0.6193340447804226,0.41262151478314474,0.5688178424118071,0.09811076394369084,0.5189421832953036,0.5835134691380179,0.49980762892259867,0
0.6759097804938894,0.4296634147626279,0.29137452907854083,0.10335826724131131,0.3775963530091526,0.5810981707509704,0.6628930156549417,0.2938061952995498,0.4962732323325445,0
0.7869767065592539,0.6633361837224141,0.2704701408989381,0.5197349148489914,0.4934061052923868,0.3373571518683303,0.4929170679192581,,0.7996318072553561,0
0.6061454176770356,0.6862542389709771,0.27947010242250375,0.5214123300054627,0.5614783387672488,0.5405738718280901,0.03922855707561135,0.4624577686014782,0.5618390818268897,0
0.5868394997322455,0.8505899664701875,0.8156019922821819,0.6584885366292521,0.946635808589076,0.3055802479681255,0.6783518277084226,0.4313707180626311,0.43984237543332827,0
0.030694407133277868,0.5960817615804785,0.4490986843953822,0.68164003333402,0.5747081142581918,0.33774043109034163,0.7187780386454614,0.6888931772934013,0.21989656196105034,0
0.46117514425924866,0.6365364318497118,0.4861314046735441,0.5040041806853419,,0.38018091995392717,0.6414658360001575,0.5912900247618118,0.481995656360803,0
,0.4594233775665122,0.6257796048869866,0.8138753458926202,0.613496256037215,0.13783480977654933,0.45226469562386645,0.508633063183342,0.8920125511738519,0
0.5174044664306027,0.9112199130225214,0.31084106901483166,0.7371358753477055,0.620695665345117,0.1969407524077717,0.6595549404549059,0.6846282747123384,0.6469873362610563,0
0.8928681105838567,0.7757402256796546,0.3385941540677696,0.27974345989061694,0.6359703306626059,0.44669349688435395,0.6025503856484102,0.4387453550279871,0.36882378714271236,0
0.5447918415438144,0.030043972298787414,0.19250841203170124,0.4689873250277797,0.057826110452630086,0.6392114673294815,0.4478265129255902,,0.3031404313386973,0
0.4781201728982183,0.12073721576273999,0.6115897914319762,0.4946449816501574,0.3740132088261654,0.31175658352048136,0.729717309601603,0.6748500392845507,0.46425664550361245,0
,0.1845660103302893,0.36196709476648475,0.569975764211557,,0.5928469567444601,0.7407700961283452,0.30296312225853966,0.6629411768325271,0
,0.7148742873353617,0.6112558014706676,0.5003344093821329,0.6715690454430099,0.1619826294553139,0.23591228229449884,0.5711955131488573,0.5521045651383701,0
0.5606454355208726,0.9441674341237798,0.5987723915588341,0.9194119793863498,,0.6743792282104566,0.6085162401870863,0.3908552991487871,0.239412235366799,0
0.6926951131966643,0.717653018794379,0.6450837019967792,0.5871149706110759,0.671349000760789,0.5115466836947862,0.6101137664073979,0.5802783518940651,0.451252402654034,0
0.9180645448018219,0.628915138139291,0.616544468814547,0.724963240519795,0.6726321340787824,0.40213925026410263,0.06815318440968782,0.42069730101727537,0.3354161603489164,0
,0.8531515725346617,0.655240250516271,0.8506858425002741,0.9822419275117766,0.5845785014373563,0.43972037339158715,0.7101817330230566,0.7551682066319685,0
0.5414158915018881,0.5688063112517758,0.5547508709419545,0.81402504337584,0.6378795477154098,0.3582665887432486,0.34580944694604504,0.516453101122551,0.6031575524350563,0
0.4305524634958122,0.5344543283129974,0.3781997917879849,0.3821212427833553,0.4666028743996513,0.6212932011409162,0.6251590840262011,0.2635044524955979,0.3980345474456686,0
0.44817680402868065,0.215682402854404,0.23884305262217392,0.07190603374267562,0.05460217122623989,0.5240184345421035,0.5540732079322179,0.4751072214307321,0.460766631587025,0
0.241712992801417,0.23739005483029352,0.7816321671117392,0.49843430919663717,0.4351383629463379,0.6631309587600085,0.7246061011040759,0.4632250452739311,0.3258871478337143,0
0.48262738017619633,0.2400404674545329,0.39818791605673703,0.21948690652243524,0.22267655259869867,0.5278751149441914,0.7284228846860019,0.37286361612753455,0.17564504077871967,0
0.6191911904434693,0.8102955271946723,0.7184323363181908,0.816467144385358,0.8170629373961393,0.6033088135183395,0.3561987084295862,0.0002829813388168789,0.39883097391570055,0
0.3756524651980576,0.5041939312038328,0.8038733827534342,0.6260688425985381,0.7206756914967622,0.3513738453539664,0.8245344160960366,0.21248210379432458,0.5530510166333056,0
0.3966915329742631,0.4688153782482978,0.6277369050843281,0.4995676378245522,0.43125166272399174,0.5469350732720579,0.7837821863292367,0.43672710693534084,0.6259813477494871,0
0.3737315129000015,0.27183658399572597,0.32604871608764463,0.5443053359665453,0.3664747700722748,0.2786549713468544,0.3886897123063456,0.5319457168552149,0.3786959554275624,0
0.6386749950800881,0.38019943323675354,0.6206269571892006,0.7368212214647494,0.5039754443740618,0.43334210143371904,0.5916471235071481,0.6771702153119334,0.35380998806344066,0
0.822399121138587,0.5327319787022751,0.28694966611233985,0.33388455509371334,0.468796617806287,0.5139781613867369,0.4910875726899033,0.4674068088660242,0.4488381808111056,0
0.6435741222005595,0.5257748582506947,0.6049979795095015,0.5162626553232987,0.5507026067391232,0.7184879623963885,0.6031748118160891,0.49894395384987705,0.5739036438510479,0
,0.31370257712916483,0.46521581344602486,0.2254096713557851,,0.8088381360081678,0.33328394618422624,,0.4291466897544177,0
0.6042582671786383,0.5470309410359735,0.5599658392944145,0.5998641814635486,0.5221195092576818,0.5940488308554421,0.5948447968585293,0.7333273954837893,0.5426206690579548,0
0.23299360317455298,0.6518689678086549,0.4845728306385089,0.3882683845362394,0.39420360304721735,0.4098165392473441,0.7090923534649196,0.3540609507930657,0.36787479564224157,0
0.39220601028670554,0.47531966810891024,0.295990078518325,0.33367807850489256,0.4629704395012324,0.7366665801383729,0.5217766287121486,0.43138422239332025,0.3981588000520738,0
,0.2480153555799829,0.4454213773249623,0.6185522579767304,,0.6415580407042978,0.6692371103244827,0.5664028536944428,0.6043377990642778,0
0.8489219341227592,0.9264945908041939,0.18385908997086078,0.6538016758934166,0.6233093832549765,0.33615155642853584,0.5418946055881666,0.3392153237712449,0.6563411275889357,0
0.8311517347645825,0.221835865188035,0.5260548678723147,0.4736698721198051,0.49777459267421587,0.47801907564621554,0.6327127059028994,0.7783594698367493,0.7236699125740971,0
0.5750731655627752,0.5178002048109343,0.3607195958948633,0.8499774949690124,0.6199342926554676,0.4854862869448246,0.28967291839747217,0.8988102011039096,0.25040231475191466,0
0.33626969500469794,0.23567852717012394,0.5546517729161498,0.4237738951902223,0.3240891979124685,0.24856455864505728,0.35488104623516464,0.7276959131565557,0.6687848190097401,0
0.43997467415393177,0.5024549103934999,0.39105765328763276,0.16762209943241563,0.29179538615295986,0.1170358154615952,0.25096775190865944,0.5873354411480893,0.6419451532298084,0
0.21188522387315556,0.39837773731055814,0.29856457134376707,0.7331880626958529,0.44449547817060764,0.8555333766277378,0.3938571442019487,0.4495268816451929,0.6045938640136193,0
0.6154956963608331,0.761851825691297,0.4242705336119409,0.3378451365260569,,0.516803048146407,0.18469847277409207,0.5115544335439322,0.4321044754794433,0
0.48190734392357815,0.6261670764465057,0.44371003631896366,0.5213143036622574,0.5312136111437233,0.343387156724462,0.2378998334285662,0.4388805271945529,0.059884775399851264,0
,0.46167240964237943,0.2685086008204537,0.18532121495929715,0.3796256902346937,0.4383317716223492,0.3645054926092384,0.44786268971621396,0.3777070764038124,0
0.6812132120665266,0.5995759956415243,0.768886556418291,0.6954749835253227,0.7462807003942391,0.611471976269202,0.472211421345138,,0.4510286039494944,0
0.5869423237442245,0.7347254880203336,0.48153038009742216,0.39618756543260397,0.5320169097717775,0.6001963640625081,0.5056799386036146,0.15031267154713512,0.4388450826335166,0
,0.8214688072669543,0.4337455507420117,0.7069253069937149,,0.52614026213475,0.6301651221561708,0.4838666160939455,0.4524042848565236,0
0.7409338924489735,0.784867663179242,0.5075477195472579,0.6791046270926901,0.6651556284792948,0.3960310316898146,0.30757219177096035,0.6121113070831867,0.6481023267379822,0
0.3922807108901458,0.2241045782580523,0.3843290665884782,0.6367535966117752,0.47438702501171637,0.6200152282958653,0.49864278230456244,0.457639273919412,0.5846417353389928,0
0.382075255043161,0.14991705935129374,0.20966821802761218,0.562497523717369,0.2324975750300704,0.4732325363515006,0.619600485997271,0.3162714085483394,0.6556923021956294,0
,0.5342575788520316,0.2630368539527506,0.7599825684732986,0.5306268265536036,0.4767368749787883,0.48773944646135087,0.4581957310686659,0.1914746769649901,0
0.5333330396001622,0.9925262647436999,0.32211006334666553,0.6229482535475641,0.7448844069020935,0.47455991979983575,0.6378291459394028,0.5307556045826354,0.4330231804705338,0
,0.33086379970197743,0.8929388351145712,0.4267762877626245,,0.695840721042426,0.45622917142458647,0.19658931160069276,0.5890639564975368,0
0.7042368115652877,0.5299177359514113,0.5899375631052617,0.4789053795526164,0.5898499547257541,0.24031771839062283,0.6883809003053276,0.5275541667905153,0.8051218583846054,0
,0.554844052404766,0.45308687357406724,0.45904218987241013,0.6040726413038342,0.6225309444487135,0.39029896425700367,0.5500766207500385,0.5295300654044299,0
0.6417042664312032,0.059164714250311445,0.2246710482579515,0.3348589070785542,0.182924168546154,0.6349018725913687,0.3682364728823984,0.7856696614530285,0.24534944761720578,0
0.6597212369230743,0.5589615549650127,0.7871492130486845,0.4123561104564705,0.564645434073094,0.4388025054066757,0.5988878684644767,0.6602844329582251,0.4944298071645994,0
,0.734108653313327,0.46953929201482264,0.44383834475555767,,0.29077990229955347,0.24523960035252218,0.6317791087753934,0.3415382768580624,0
,0.7583158151542726,0.5794565551336083,0.4924957778176386,0.6873822972554193,0.3174595685367669,0.5080511545741759,0.5749498560159783,0.43551227637050627,0
0.8131113545957165,0.7354978165566128,0.3427094673381483,0.19659475129705656,,0.1693220442561248,0.6342812221447585,0.6775983480315038,0.5574171398108667,0
0.6003856827860226,0.461796285229656,0.16634073787121126,0.21049335788745488,0.3024932912032794,0.678229412025291,0.5687283532465623,0.7197153752826624,0.6449972016035994,0
0.16432982534332508,0.13848945271906532,0.6438168176591944,0.7311749933385732,0.3306741377089286,0.5170820534087477,0.6679136978974372,0.4614520489947516,0.5965028262979748,0
0.5247022821004298,0.5275019798849612,0.5292444112492694,0.5781029579970425,0.5354316570730819,0.8374045367867358,0.45456740409404367,0.4568402335876816,0.3998207078863676,0
,0.9008120113829459,0.43302880083265033,0.706229371121907,0.6692190325380232,0.10955689915211503,0.41641875431843783,0.2922634437151345,0.42575733016035233,0
0.47681796455733616,0.35670733299653135,0.5366670001216124,0.297110316034004,0.3271951262159398,0.6265070213522366,0.34245364248197513,0.48804507330312025,0.46329372944539626,0
0.3822305847960077,0.5217546721117119,0.6918119232565176,0.7145697608358617,0.5733247220735287,0.30996519311312826,0.22033103659847236,0.6555711148677801,0.6514327843154999,0
0.4312102999349976,0.40533905171684204,0.6500101100518455,0.5698161140038656,0.5583466298664774,0.6070321034409949,0.3893732526407318,0.3367717585338323,0.7071289137400629,0
0.27890372331545477,0.7247360458202339,0.841498174601292,0.7208592557868041,0.7257160992224163,0.8411242969244974,0.3878384958171593,0.37054223227100874,0.23939715619111834,0
0.4642866841045261,0.32351276941313434,0.24240681284064064,0.4984072591974465,0.36631327287286086,0.19498612089364592,0.7376659157252392,0.4492139695958108,0.795015165535292,0
0.3499609723130743,0.15069429431057635,0.3007201260171754,0.3188319402953382,0.24129597263314184,0.7470887747174793,0.3733039480603865,0.5186463887813451,0.5128436145594055,0
0.8187595391604372,0.5323623626143241,0.20643760224417648,0.3699428617484181,0.4325475392938245,0.1286643801863398,0.574265421123543,,0.2126867354121843,0
0.3211784613055213,0.18216231490110302,0.3641100830011538,0.4200213615629724,0.33675451102864895,0.15705925322296338,0.4718506482537968,0.7527883952750409,0.7898967272609139,0
0.5956230322215111,0.3736686645099532,0.40656801060947967,0.5548770768801856,0.5221954149844306,0.37611559271518097,0.2057229635841567,0.6171786199341929,0.5462487816589326,0
0.5698874135227222,0.9094195612040834,0.407163002592633,0.3942092405918917,,0.41251379497326796,0.6274417019055267,0.32963922642503346,0.3573245453842253,0
0.540345391719351,0.4294938475827783,0.3597336954550998,0.2701762585949499,0.4197741878404899,0.48265711582370324,0.5965701671365851,0.4806911499117302,0.6021895731074627,0
0.7913556619734132,0.0761099809674527,0.3537264374169305,0.1548131748044978,0.2023101682222952,0.6613719709260795,0.4316532798914366,0.6941803486565186,0.5540552023984056,0
0.07322694037191108,0.8290445803948983,0.5249096206593065,0.5695589619169863,0.5862401228482521,0.5009253726724767,0.8410613587306923,0.17414266932767947,0.20085134466192434,0
0.44967309967459,0.6239904188072511,0.45680698974115913,0.7340672700270583,,0.2998588692016145,0.6929082588444322,0.5632877931129896,0.2562386440270874,0
0.8616966406263589,0.6096007661040392,0.33849384648672165,0.02155687993038996,0.3244489496392582,0.4938218605698957,0.7736182455850518,0.544079519668873,0.3521365114535707,0
0.3131141413243207,0.7046441087396853,0.7906309318986625,0.608254114118028,,0.5938850074939781,0.44310682508322313,0.6254629782033856,0.6777812935528984,0
